Date,Open,High,Low,Close,Adj_Close,Volume,Day
2010-11-26,108.959999,109.400002,108.82,109.040001,85.881416,32650,55
2010-11-29,108.360001,109.160004,107.660004,108.940002,85.802681,46000,56
2010-11-30,107.959999,108.860001,107.82,108.18,85.204071,91950,57
2010-12-01,109.919998,110.739998,109.879997,110.620003,87.125847,33350,58
2010-12-02,110.739998,112.099998,110.739998,112.059998,88.26001,60650,59
2010-12-03,111.660004,112.459999,111.639999,112.339996,88.480537,184100,60
2010-12-06,112.160004,112.419998,112,112.199997,88.370277,64150,61
2010-12-07,113.339996,113.379997,112.199997,112.239998,88.401794,109000,62
2010-12-08,112.400002,112.739998,111.959999,112.699997,88.764099,69050,63
2010-12-09,113.339996,113.339996,112.660004,113.120003,89.094902,54850,64
2010-12-10,113.480003,113.879997,113.220001,113.800003,89.630455,73950,65
2010-12-13,114.32,114.440002,113.82,113.860001,89.677727,77050,66
2010-12-14,114.120003,114.360001,113.660004,113.919998,89.725006,59650,67
2010-12-15,113.739998,114.199997,113.239998,113.419998,89.3312,43600,68
2010-12-16,113.559998,114.160004,113.120003,114.080002,89.850975,60600,69
2010-12-17,114,114.339996,113.82,114.239998,89.97702,59150,70
2010-12-20,114.580002,114.739998,113.959999,114.480003,90.166046,72600,71
2010-12-21,114.860001,115.300003,114.779999,115.18,90.717377,76200,72
2010-12-22,115.339996,115.599998,115.239998,115.599998,91.048187,108250,73
2010-12-23,115.440002,115.519997,115.160004,115.419998,90.906387,57400,74
2010-12-27,114.459999,115.019997,114.400002,114.980003,90.974457,71800,75
2010-12-28,115.220001,115.220001,114.800003,115.099998,91.069405,56650,76
2010-12-29,115.32,115.440002,115.199997,115.199997,91.148514,53600,77
2010-12-30,115.120003,115.260002,114.879997,115.019997,91.006104,78900,78
2010-12-31,114.860001,115.139999,114.68,115.139999,91.101059,145750,79
2011-01-03,115.940002,116.660004,115.900002,116.220001,91.955566,119200,80
2011-01-04,116.559998,116.559998,115.5,116.120003,91.876457,108350,81
2011-01-05,115.860001,116.800003,115.720001,116.739998,92.367004,717750,82
2011-01-06,116.839996,116.919998,116.220001,116.540001,92.208725,72450,83
2011-01-07,116.699997,116.860001,115.480003,116.300003,92.018867,82250,84
2011-01-10,115.879997,116.279999,115.480003,116.199997,91.939735,124500,85
2011-01-11,116.660004,116.839996,116.120003,116.580002,92.24041,131700,86
2011-01-12,117.32,117.720001,117.099998,117.620003,93.063271,107350,87
2011-01-13,117.68,117.739998,117.160004,117.459999,92.936668,96050,88
2011-01-14,117.300003,118.339996,117.260002,118.300003,93.601295,193400,89
2011-01-18,118.260002,118.580002,118.040001,118.5,93.759552,194900,90
2011-01-19,118.440002,118.5,117.019997,117.32,92.825897,111950,91
2011-01-20,117.080002,117.379997,116.32,117.18,92.715149,103450,92
2011-01-21,117.900002,118.139999,117.32,117.440002,92.920845,117950,93
2011-01-24,117.400002,118.199997,117.379997,118.160004,93.490509,455900,94
2011-01-25,117.800003,118.199997,117.199997,118.120003,93.458916,226550,95
2011-01-26,118.440002,118.940002,118.239998,118.739998,93.949432,109250,96
2011-01-27,118.68,119.099998,118.480003,118.900002,94.076057,297250,97
2011-01-28,119.080002,119.220001,116.68,116.800003,92.414474,891400,98
2011-01-31,117.220001,117.800003,116.940002,117.699997,93.126572,140550,99
2011-02-01,118.480003,119.779999,118.379997,119.540001,94.58239,147400,100
2011-02-02,119.239998,119.660004,119.239998,119.339996,94.424171,91000,101
2011-02-03,119.199997,119.800003,118.5,119.639999,94.661537,72250,102
2011-02-04,119.699997,120.019997,119.139999,119.959999,94.914726,97050,103
2011-02-07,120.300003,121.120003,120.260002,120.720001,95.516029,118050,104
2011-02-08,120.879997,121.300003,120.599998,121.279999,95.959145,153500,105
2011-02-09,120.980003,121.279999,120.459999,120.980003,95.721771,139650,106
2011-02-10,120.400002,121.160004,120.160004,121.019997,95.75341,125200,107
2011-02-11,120.599998,121.919998,120.559998,121.779999,96.354752,149200,108
2011-02-14,121.720001,122.139999,121.580002,122.080002,96.592117,92200,109
2011-02-15,121.720001,121.860001,121.379997,121.639999,96.243973,82150,110
2011-02-16,122.099998,122.599998,121.980003,122.419998,96.86113,94300,111
2011-02-17,122.059998,122.959999,121.959999,122.879997,97.22506,158250,112
2011-02-18,122.959999,123.220001,122.68,123.080002,97.383331,120800,113
2011-02-22,121.68,122.379997,120.239998,120.559998,95.38945,288400,114
2011-02-23,120.5,120.760002,119.099998,119.879997,94.851433,276000,115
2011-02-24,119.660004,120.160004,118.660004,119.760002,94.75647,241300,116
2011-02-25,120.339996,121.120003,120.199997,121.059998,95.78508,106350,117
2011-02-28,121.540001,121.940002,121.160004,121.779999,96.354752,208350,118
2011-03-01,122.279999,122.300003,119.699997,119.699997,94.709007,235350,119
2011-03-02,119.620003,120.559998,119.5,120.040001,94.978012,176350,120
2011-03-03,121.080002,122.239998,121.080002,122.099998,96.60791,136450,121
2011-03-04,122.059998,122.059998,120.400002,121.199997,95.895828,168250,122
2011-03-07,121.599998,121.739998,119.599998,120.139999,95.057144,155200,123
2011-03-08,120.419998,121.620003,119.959999,121.260002,95.943298,106350,124
2011-03-09,121.059998,121.379997,120.5,121.120003,95.832542,116450,125
2011-03-10,119.879997,119.879997,118.760002,118.900002,94.076057,267850,126
2011-03-11,118.400002,120.139999,118.400002,119.699997,94.709007,134350,127
2011-03-14,118.959999,119.260002,118.059998,119,94.155151,146100,128
2011-03-15,115.82,118.239998,115.620003,117.68,93.110733,346800,129
2011-03-16,117.260002,117.559998,114.639999,115.440002,91.338409,339900,130
2011-03-17,117.139999,117.400002,116.239998,116.879997,92.477791,176200,131
2011-03-18,118.400002,118.400002,117.139999,117.379997,92.873375,127700,132
2011-03-21,118.839996,119.379997,118.68,119.160004,94.281746,136100,133
2011-03-22,119.18,119.300003,118.699997,118.739998,93.949432,137800,134
2011-03-23,118.519997,119.419998,117.940002,119.120003,94.250107,204150,135
2011-03-24,119.82,120.379997,119.199997,120.239998,95.136292,110800,136
2011-03-25,120.019997,120.580002,119.779999,120.059998,95.419205,134300,137
2011-03-28,120.379997,120.639999,119.760002,119.800003,95.212563,166150,138
2011-03-29,119.699997,120.620003,119.300003,120.580002,95.832481,110950,139
2011-03-30,121.239998,121.739998,121.120003,121.400002,96.484177,105550,140
2011-03-31,121.300003,121.559998,121.099998,121.239998,96.357018,127500,141
2011-04-01,122.120003,122.339996,121.5,121.800003,96.802094,70400,142
2011-04-04,122.099998,122.260002,121.519997,121.860001,96.84977,78800,143
2011-04-05,121.559998,122.32,121.559998,121.860001,96.84977,204950,144
2011-04-06,122.480003,122.5,121.779999,122.220001,97.135902,142900,145
2011-04-07,122.059998,122.5,121.360001,122,96.961029,107150,146
2011-04-08,122.5,122.519997,121.019997,121.540001,96.595444,86850,147
2011-04-11,121.68,122.019997,120.919998,121.120003,96.26165,139650,148
2011-04-12,120.5,120.599998,119.800003,120.239998,95.562256,104800,149
2011-04-13,120.839996,120.900002,119.800003,120.279999,95.594063,185100,150
2011-04-14,119.580002,120.5,119.160004,120.300003,95.60997,78450,151
2011-04-15,120.5,121.040001,120.220001,120.720001,95.943733,79700,152
2011-04-18,119.300003,119.599998,118.440002,119.400002,94.894653,151650,153
2011-04-19,119.620003,120.139999,119.32,120.139999,95.482811,78900,154
2011-04-20,121.580002,121.980003,121.480003,121.760002,96.770294,173250,155
2011-04-21,122.379997,122.379997,121.940002,122.300003,97.199463,197850,156
2011-04-25,122.32,122.400002,121.82,122.18,97.104103,99000,157
2011-04-26,122.620003,123.5,122.519997,123.239998,97.946548,85050,158
2011-04-27,123.559998,124.239998,123,124.040001,98.582367,72850,159
2011-04-28,123.900002,124.599998,123.860001,124.440002,98.900246,66050,160
2011-04-29,124.5,124.879997,124.419998,124.800003,99.186378,99000,161
2011-05-02,125.440002,125.440002,124.32,124.519997,98.963837,131000,162
2011-05-03,124.360001,124.519997,123.5,124.120003,98.645935,66500,163
2011-05-04,124.099998,124.099998,122.779999,123.279999,97.978355,107000,164
2011-05-05,122.620003,123.360001,121.639999,122.199997,97.11998,98950,165
2011-05-06,123.480003,124,122.279999,122.779999,97.580948,138550,166
2011-05-09,122.800003,123.580002,122.580002,123.279999,97.978355,66000,167
2011-05-10,123.660004,124.480003,123.519997,124.300003,98.789001,175550,168
2011-05-11,124.120003,124.120003,122.419998,122.980003,97.739899,174400,169
2011-05-12,122.68,123.739998,122.019997,123.639999,98.264458,113500,170
2011-05-13,123.620003,123.699997,122.199997,122.559998,97.406113,126400,171
2011-05-16,122.199997,123.019997,121.620003,121.800003,96.802094,113500,172
2011-05-17,121.360001,121.860001,120.919998,121.779999,96.786194,142400,173
2011-05-18,121.900002,122.980003,121.68,122.919998,97.69223,70550,174
2011-05-19,123.339996,123.459999,122.639999,123.080002,97.819405,266650,175
2011-05-20,122.860001,123,122,122.260002,97.167709,95450,176
2011-05-23,120.699997,121.160004,120.400002,120.800003,96.007339,136200,177
2011-05-24,121.160004,121.360001,120.519997,120.699997,95.927864,89650,178
2011-05-25,120.160004,121.5,120.160004,121.099998,96.245766,62300,179
2011-05-26,120.779999,121.800003,120.540001,121.580002,96.627235,60450,180
2011-05-27,121.980003,122.400002,121.860001,122.120003,97.056427,47600,181
2011-05-31,123.300003,123.360001,122.419998,123.339996,98.026047,172500,182
2011-06-01,123.040001,123.040001,120.540001,120.599998,95.848373,222000,183
2011-06-02,120.699997,120.919998,119.82,120.459999,95.737106,211800,184
2011-06-03,119,120.18,119,119.300003,94.81517,148450,185
2011-06-06,119.059998,119.18,117.940002,118.040001,93.813782,113250,186
2011-06-07,118.519997,118.940002,117.860001,117.879997,93.686607,203700,187
2011-06-08,117.699997,118.080002,117.260002,117.400002,93.305153,87600,188
2011-06-09,117.779999,118.779999,117.459999,118.300003,94.020409,43350,189
2011-06-10,117.839996,117.860001,116.400002,116.639999,92.701096,106750,190
2011-06-13,116.900002,117.220001,116.18,116.720001,92.764702,77900,191
2011-06-14,117.82,118.660004,117.82,118.220001,93.956833,75400,192
2011-06-15,117.279999,117.559998,115.900002,116.160004,92.319641,79700,193
2011-06-16,116.199997,116.900002,115.540001,116.379997,92.494492,66050,194
2011-06-17,117.480003,117.5,116.379997,116.699997,92.74881,58800,195
2011-06-20,116.339996,117.559998,116.32,117.360001,93.273369,53700,196
2011-06-21,117.940002,119.160004,117.839996,118.959999,94.544975,132450,197
2011-06-22,118.660004,119.260002,118.199997,118.260002,93.988647,106050,198
2011-06-23,116.839996,117.900002,116,117.860001,93.670746,260750,199
2011-06-24,117.32,117.360001,115.800003,116,92.640503,114500,200
2011-06-27,116.080002,117.419998,115.82,116.980003,93.423149,77850,201
2011-06-28,117.480003,118.519997,117.360001,118.480003,94.621117,59500,202
2011-06-29,119.099998,119.699997,118.660004,119.540001,95.467636,125350,203
2011-06-30,119.940002,120.839996,119.82,120.68,96.378082,124850,204
2011-07-01,120.739998,122.599998,120.540001,122.5,97.831558,139550,205
2011-07-05,122.400002,122.599998,122,122.300003,97.671844,91850,206
2011-07-06,122.080002,122.639999,121.760002,122.480003,97.815582,94850,207
2011-07-07,123.580002,124.099998,123.379997,123.82,98.88575,195400,208
2011-07-08,122.400002,122.980003,122.019997,122.980003,98.214897,105600,209
2011-07-11,121.440002,121.839996,120.440002,120.699997,96.394043,92750,210
2011-07-12,120.459999,121.419998,120.160004,120.160004,95.962814,132400,211
2011-07-13,120.82,121.82,120.32,120.580002,96.29821,129700,212
2011-07-14,120.919998,121.379997,119.519997,119.800003,95.675285,55900,213
2011-07-15,120.459999,120.580002,119.639999,120.459999,96.20237,40350,214
2011-07-18,119.940002,120.019997,118.559998,119.440002,95.387764,94000,215
2011-07-19,120.139999,121.480003,120.080002,121.379997,96.937073,233300,216
2011-07-20,121.760002,121.779999,121.160004,121.379997,96.937073,90750,217
2011-07-21,122,123.239998,121.779999,123,98.230873,234250,218
2011-07-22,123,123.199997,122.400002,123.099998,98.31073,90250,219
2011-07-25,121.879997,123,121.800003,122.400002,97.751709,183650,220
2011-07-26,122.32,122.5,121.68,121.879997,97.336411,138850,221
2011-07-27,121.199997,121.239998,119.300003,119.459999,95.40377,470300,222
2011-07-28,119.419998,120.480003,118.959999,119.120003,95.13221,169150,223
2011-07-29,117.959999,119.360001,117.440002,118.199997,94.397461,194600,224
2011-08-01,119.779999,119.82,116.68,117.779999,94.062035,435950,225
2011-08-02,116.959999,117.5,114.779999,114.839996,91.714081,258400,226
2011-08-03,114.959999,115.540001,112.980003,115.419998,92.177307,380550,227
2011-08-04,113.879997,113.959999,109.839996,110.019997,87.864738,504200,228
2011-08-05,111.379997,111.660004,106.940002,109.779999,87.673042,538450,229
2011-08-08,106.019997,108.239998,102.540001,102.739998,82.050743,790300,230
2011-08-09,104.400002,107.400002,100.919998,107.339996,85.724388,579800,231
2011-08-10,105.459999,106.300003,102.480003,102.68,82.002792,403100,232
2011-08-11,103.720001,108.699997,103.260002,107.18,85.596657,919300,233
2011-08-12,108.480003,109,107.32,108.040001,86.283463,307200,234
2011-08-15,109.099998,110.400002,108.860001,110.260002,88.056389,225950,235
2011-08-16,109.220001,110.360001,108.239998,109.32,87.305687,263800,236
2011-08-17,110,110.800003,108.599998,109.440002,87.401505,160550,237
2011-08-18,106.580002,106.699997,103.739998,104.900002,83.775757,524000,238
2011-08-19,103.360001,105.82,102.839996,102.900002,82.178513,1438400,239
2011-08-22,105.32,105.379997,102.779999,102.980003,82.242393,246400,240
2011-08-23,103.519997,106.580002,103,106.540001,85.085487,301950,241
2011-08-24,106.32,108.080002,106.059998,108,86.251488,151000,242
2011-08-25,108.720001,109.18,105.620003,106.379997,84.957733,294150,243
2011-08-26,105.660004,108.279999,104.019997,107.779999,86.075783,197500,244
2011-08-29,109.339996,110.959999,109.239998,110.919998,88.583488,159000,245
2011-08-30,110.5,111.919998,109.660004,111.120003,88.743217,129900,246
2011-08-31,111.980003,112.900002,110.919998,111.68,89.190453,214950,247
2011-09-01,111.739998,112.800003,110.540001,110.599998,88.327957,274900,248
2011-09-02,108.32,108.839996,107.400002,107.739998,86.043854,150350,249
2011-09-06,104.720001,107.139999,104.639999,107,85.45285,197950,250
2011-09-07,108.720001,110.040001,108.300003,110.019997,87.864738,199700,251
2011-09-08,109.339996,110.580002,108.68,108.860001,86.938324,115650,252
2011-09-09,107.660004,107.940002,105.440002,106,84.654243,174200,253
2011-09-12,104.699997,106.760002,104.360001,106.760002,85.261192,161350,254
2011-09-13,107.099998,108.059998,106.379997,107.639999,85.963982,193500,255
2011-09-14,108.260002,110.459999,106.760002,109.160004,87.177902,459000,256
2011-09-15,110.339996,111.099998,109.419998,111.040001,88.679337,128700,257
2011-09-16,111.440002,112.059998,110.699997,111.699997,89.206398,79000,258
2011-09-19,109.860001,111.099998,109.18,110.660004,88.375847,82150,259
2011-09-20,111.120003,112.139999,110.440002,110.480003,88.232109,154550,260
2011-09-21,110.599998,110.860001,107.139999,107.139999,85.564697,139000,261
2011-09-22,104.199997,105,102.379997,103.779999,82.881294,420500,262
2011-09-23,102.599998,104.32,102.459999,103.68,83.266815,329200,263
2011-09-26,104.720001,106.339996,103.32,106.199997,85.290627,193850,264
2011-09-27,108.440002,109.279999,106.860001,107.419998,86.270432,617550,265
2011-09-28,107.699997,108.239998,105.080002,105.279999,84.551765,197300,266
2011-09-29,107.059998,107.459999,104.160004,106.040001,85.162148,119300,267
2011-09-30,104.559998,105.480003,103.379997,103.519997,83.138298,183300,268
2011-10-03,102.82,104.080002,100.339996,100.339996,80.584396,333100,269
2011-10-04,99.139999,102.82,98.239998,102.540001,82.351257,285650,270
2011-10-05,102.879997,104.82,102,104.580002,83.989609,281000,271
2011-10-06,104.519997,106.620003,103.760002,106.599998,85.611893,583800,272
2011-10-07,107.160004,107.160004,105.18,105.779999,84.953339,627150,273
2011-10-10,107.739998,109.360001,107.660004,109.360001,87.828461,168200,274
2011-10-11,108.760002,109.720001,108.599998,109.32,87.796364,663200,275
2011-10-12,110.279999,111.599998,110,110.32,88.599464,509150,276
2011-10-13,109.699997,110.440002,108.900002,110.160004,88.470978,364000,277
2011-10-14,111.5,112.059998,110.919998,111.980003,89.93264,423450,278
2011-10-17,111.480003,111.599998,109.639999,109.879997,88.246109,309650,279
2011-10-18,109.839996,112.839996,109,112.080002,90.012939,259100,280
2011-10-19,111.839996,112.480003,110.400002,110.68,88.888596,107900,281
2011-10-20,111,111.480003,109.599998,111.18,89.290154,68200,282
2011-10-21,112.5,113.419998,112.239998,113.32,91.00882,87200,283
2011-10-24,113.559998,114.959999,113.440002,114.760002,92.165306,138550,284
2011-10-25,114.18,114.18,112.239998,112.540001,90.382401,102400,285
2011-10-26,113.760002,114.059998,111.800003,113.620003,91.249725,1922200,286
2011-10-27,116.779999,118.300003,115.800003,117.540001,94.397957,309200,287
2011-10-28,117.040001,117.779999,116.879997,117.660004,94.494316,693650,288
2011-10-31,116.260002,116.339996,114.639999,114.639999,92.068909,153450,289
2011-11-01,111.540001,112.900002,111.160004,111.599998,89.627457,307150,290
2011-11-02,113.260002,113.760002,112.32,113.360001,91.040909,122650,291
2011-11-03,114.639999,115.68,113.040001,115.459999,92.727486,173650,292
2011-11-04,114.459999,114.900002,113.419998,114.800003,92.197441,147450,293
2011-11-07,114.639999,115.519997,113.639999,115.459999,92.727486,79500,294
2011-11-08,116.099998,117.019997,115.019997,116.839996,93.83577,135700,295
2011-11-09,114.239998,114.720001,112.400002,112.620003,90.446648,246850,296
2011-11-10,114.099998,114.199997,112.620003,113.639999,91.265831,121800,297
2011-11-11,115.040001,116.099998,115.019997,115.860001,93.048706,132650,298
2011-11-14,115.419998,115.480003,114.220001,114.739998,92.149223,359550,299
2011-11-15,114.519997,115.919998,114.120003,115.339996,92.631088,402200,300
2011-11-16,114.199997,115.459999,113.32,113.480003,91.137314,91900,301
2011-11-17,113.260002,113.540001,110.919998,111.660004,89.675659,989950,302
2011-11-18,112.019997,112.18,111.099998,111.5,89.54715,188150,303
2011-11-21,109.900002,110.059998,108.480003,109.5,87.940933,236700,304
2011-11-22,109.199997,109.800003,108.379997,108.919998,87.475105,263300,305
2011-11-23,108,108.019997,106.599998,106.620003,85.627945,249100,306
2011-11-25,106.400002,107.580002,106.300003,106.300003,85.370949,75650,307
2011-11-28,109.260002,109.82,108.639999,109.480003,87.924881,155550,308
2011-11-29,109.760002,110.5,109.400002,109.800003,88.18187,134950,309
2011-11-30,112.900002,114.480003,112.620003,114.300003,91.795853,424450,310
2011-12-01,114.139999,114.839996,113.82,114.220001,91.731606,107350,311
2011-12-02,115.400002,115.68,114.139999,114.160004,91.683434,127300,312
2011-12-05,116,116.279999,114.720001,115.400002,92.679276,194500,313
2011-12-06,115.379997,116.199997,115.019997,115.5,92.759583,67600,314
2011-12-07,115.099998,116.32,114.360001,115.879997,93.064789,86600,315
2011-12-08,115.019997,115.260002,113.080002,113.379997,91.056992,93450,316
2011-12-09,113.879997,115.540001,113.800003,115.300003,92.598984,882200,317
2011-12-12,114.279999,114.279999,112.660004,113.639999,91.265831,127200,318
2011-12-13,114.220001,114.760002,112,112.559998,90.398445,162800,319
2011-12-14,112.099998,112.5,111.099998,111.300003,89.386536,945150,320
2011-12-15,112.519997,112.620003,111.559998,111.720001,89.723846,82550,321
2011-12-16,112.519997,113.099998,111.639999,111.800003,89.788086,1480000,322
2011-12-19,112.279999,112.5,110.440002,110.660004,88.872536,454150,323
2011-12-20,112.339996,114.160004,112.339996,113.959999,91.522827,143850,324
2011-12-21,113.900002,114.379997,113.019997,114.300003,91.795853,182650,325
2011-12-22,114.699997,115.379997,114.5,115.379997,92.663231,1439800,326
2011-12-23,114.959999,115.68,114.760002,115.599998,93.395187,256450,327
2011-12-27,115.379997,118,115.360001,115.720001,93.492149,388650,328
2011-12-28,115.720001,115.720001,114.099998,114.300003,92.344887,180300,329
2011-12-29,114.620003,118.160004,114.519997,115.339996,93.185127,259100,330
2011-12-30,115.32,115.559998,114.900002,114.900002,92.829666,254300,331
2012-01-03,116.900002,117.459999,116.599998,116.599998,94.20311,163250,332
2012-01-04,116.440002,116.919998,115.959999,116.800003,94.364731,448450,333
2012-01-05,116.279999,117.300003,115.68,117.18,94.671715,253500,334
2012-01-06,117.300003,117.300003,116.480003,116.940002,94.477814,166900,335
2012-01-09,117.139999,117.239998,116.540001,117.120003,94.623245,177000,336
2012-01-10,118.360001,118.540001,117.980003,118.120003,95.431152,261200,337
2012-01-11,117.779999,118.339996,117.559998,118.239998,95.528084,203800,338
2012-01-12,118.519997,118.639999,117.580002,118.5,95.738144,202250,339
2012-01-13,117.699997,118,116.82,118,95.334198,147200,340
2012-01-17,118.980003,119.18,118.059998,118.32,95.592712,324250,341
2012-01-18,118.32,119.639999,118.099998,119.639999,96.65918,172100,342
2012-01-19,120,120.339996,119.720001,120.279999,97.17627,224500,343
2012-01-20,120.080002,120.339996,119.779999,120.279999,97.17627,345200,344
2012-01-23,120.279999,120.980003,119.860001,120.400002,97.273209,130950,345
2012-01-24,119.68,120.300003,119.480003,120.220001,97.127769,203100,346
2012-01-25,120.080002,121.540001,119.639999,121.279999,97.984154,254050,347
2012-01-26,121.860001,122,120.160004,120.660004,97.483269,137600,348
2012-01-27,120.040001,120.779999,120,120.5,97.353996,104100,349
2012-01-30,119.400002,120.199997,118.980003,120.099998,97.030838,329650,350
2012-01-31,120.800003,120.919998,119.599998,120.040001,96.982346,157450,351
2012-02-01,121,121.739998,120.860001,121.18,97.903381,99050,352
2012-02-02,121.440002,121.660004,120.959999,121.419998,98.097267,143050,353
2012-02-03,122.599998,123.139999,122.379997,123.139999,99.486893,223150,354
2012-02-06,122.580002,123.019997,122.400002,122.959999,99.341469,150200,355
2012-02-07,122.760002,123.519997,122.279999,123.339996,99.648483,164250,356
2012-02-08,123.400002,123.699997,122.879997,123.599998,99.858521,259750,357
2012-02-09,123.900002,124.019997,123.139999,123.739998,99.971642,259000,358
2012-02-10,122.68,123,122.440002,122.900002,99.293015,123500,359
2012-02-13,123.779999,123.980003,123.300003,123.839996,100.052444,230400,360
2012-02-14,123.5,123.720001,122.860001,123.660004,99.907021,203400,361
2012-02-15,124.099998,124.239998,122.879997,123.120003,99.470718,188100,362
2012-02-16,123.120003,124.540001,122.919998,124.459999,100.553352,438550,363
2012-02-17,124.900002,124.919998,124.32,124.760002,100.795723,604200,364
2012-02-21,125.099998,125.360001,124.459999,124.839996,100.860344,758200,365
2012-02-22,124.599998,124.879997,124.239998,124.419998,100.521019,190900,366
2012-02-23,124.379997,125.080002,123.959999,125.019997,101.005753,328050,367
2012-02-24,125.279999,125.5,125,125.199997,101.151192,162950,368
2012-02-27,124.440002,125.800003,124.220001,125.419998,101.328941,267800,369
2012-02-28,125.540001,125.900002,125.279999,125.860001,101.684433,141900,370
2012-02-29,126.040001,126.400002,125.120003,125.18,101.13504,229600,371
2012-03-01,125.639999,126.220001,125.199997,126,101.797523,193450,372
2012-03-02,125.959999,126.059998,125.360001,125.660004,101.52285,142800,373
2012-03-05,125.419998,125.480003,124.660004,125.120003,101.086578,667900,374
2012-03-06,123.800003,123.860001,122.900002,123.160004,99.503052,411100,375
2012-03-07,123.580002,124.32,123.459999,124.139999,100.294785,170350,376
2012-03-08,124.919998,125.599998,124.639999,125.339996,101.264305,253600,377
2012-03-09,125.620003,126.139999,125.480003,125.82,101.652115,152950,378
2012-03-12,125.860001,126.019997,125.419998,125.879997,101.700607,174700,379
2012-03-13,126.580002,128.179993,126.360001,128.139999,103.526459,192100,380
2012-03-14,128.199997,128.460007,127.639999,128.039993,103.445679,709950,381
2012-03-15,128.220001,128.800003,127.879997,128.699997,103.978897,501650,382
2012-03-16,129.020004,129.100006,128.699997,128.880005,104.124321,272250,383
